subcategoria,campo_unificado,var,var_alias,description,5,6,is_category,values
Estilo de Vida,sabes_cuanto_camina_dia_actual,dis_dianr,sabes_cuanto_camina_dia_actual,¿Sabes que distancia caminas en un día?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO APLICA', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,cantidad_camina_dia_actual_metros,dis_dia,cantidad_camina_dia_actual_metros,¿Cuántos metros de distancia caminas en un día?,visible,abierta,FALSE,"{'min': 0.0, 'max': 25000.0}"
Estilo de Vida,sabes_cuanto_caminabas_dia_1anno,dis1_dianr,sabes_cuanto_caminabas_dia_1anno,¿Sabes que distancia caminabas hace un año?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO APLICA', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,cantidad_caminabas_dia_1anno_metros,dis1_dia,cantidad_caminabas_dia_1anno_metros,¿Cuántos metros de distancia caminabas hace un año?,visible,abierta,FALSE,"{'min': 0.0, 'max': 25000.0}"
Estilo de Vida,sabes_cuanto_caminabas_dia_5annos,dis5_dianr,sabes_cuanto_caminabas_dia_5annos,¿Sabes que distancia caminabas hace 5 años?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO APLICA', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,cantidad_caminabas_dia_5annos_metros,dis5_dia,cantidad_caminabas_dia_5annos_metros,¿Cuántos metros de distancia caminabas hace 5 años?,visible,abierta,FALSE,"{'min': 0.0, 'max': 50000.0}"
Estilo de Vida,sabes_cuanto_caminabas_dia_10annos,dis10_dian,sabes_cuanto_caminabas_dia_10annos,¿Sabes que distancia caminabas hace 10 años?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO APLICA', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,cantidad_caminabas_dia_10annos_metros,dis10_dia,cantidad_caminabas_dia_10annos_metros,¿Cuántos metros de distancia caminabas hace 10 años?,visible,abierta,FALSE,"{'min': 0.0, 'max': 20000.0}"
Estilo de Vida,sabes_cuanto_caminabas_dia_20annos,dis20_dian,sabes_cuanto_caminabas_dia_20annos,¿Sabes que distancia caminabas hace 20 años?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO APLICA', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,cantidad_caminabas_dia_20annos_metros,dis20_dia,cantidad_caminabas_dia_20annos_metros,¿Cuántos metros de distancia caminabas hace 20 años?,visible,abierta,FALSE,"{'min': 0.0, 'max': 40000.0}"
Estilo de Vida,sabes_cuanto_caminabas_dia_30annos,dis30_dian,sabes_cuanto_caminabas_dia_30annos,¿Sabes que distancia caminabas hace 30 años?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO APLICA', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Estilo de Vida,cantidad_caminabas_dia_30annos_metros,dis30_dia,cantidad_caminabas_dia_30annos_metros,¿Cuántos metros de distancia caminabas hace 30 años?,visible,abierta,FALSE,"{'min': 0.0, 'max': 30000.0}"
Estilo de Vida,tiene_mascota_perro,mas_perro,tiene_mascota_perro,¿Tienes un perro de mascota?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tiene_mascota_gato,mas_gato,tiene_mascota_gato,¿Tienes un gato de mascota?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tiene_mascota_peces,mas_peces,tiene_mascota_peces,¿Tienes peces de mascota?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tiene_mascota_aves,mas_aves,tiene_mascota_aves,"¿Tienes  Canarios, loros… de mascota?",visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tiene_mascota_reptiles,mas_rept,tiene_mascota_reptiles,"¿Tienes  Reptiles (tortugas, iguana…)  de mascota?",visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tiene_mascota_otro_paseos,mas_otrorp,tiene_mascota_otro_paseos,¿Tienes de mascota otro animal que requiere paseos y ejercicio?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tiene_mascota_otro_no_paseos,mas_otrosp,tiene_mascota_otro_no_paseos,¿Tienes de mascota otro animal que NO requiere paseos y ejercicio?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Información de Salud,conocimiento_imc,imc,conocimiento_imc,¿Sabes que es el IMC (índice de masa corporal)?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,sabes_min_imc_normal,imc_nmin,sabes_min_imc_normal,¿Sabes cuál es el valor mínimo del rango de IMC que corresponde a un peso normal?,visible,abierta,FALSE,"{'min': -1.0, 'max': 90.0}"
Información de Salud,sabes_max_imc_normal,imc_nmax,sabes_max_imc_normal,¿Sabes cuál es el valor máximo del rango de IMC que corresponde a un peso normal?,visible,abierta,FALSE,"{'min': 1.0, 'max': 96.0}"
Información de Salud,sabe_imc_normal,nr_imcnor,sabes_imc_normal,¿Sabes cuál es el rango de IMC que corresponde a un peso normal?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,valor_determina_obesos,imc_obes,valor_determina_obesos,La obesidad se define como un IMC ¿Mayor a qué valor?,visible,abierta,FALSE,"{'min': 1.0, 'max': 96.0}"
Información de Salud,sabes_imc_en_obesos,nr_imcobes,sabes_imc_en_obesos,¿Sabes cual es el IMC que define a una persona con Obesidad?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,porcentaje_mex_diabeticos,por_diab,porcentaje_mex_diabeticos,¿Cuál es el porcentaje de mexicanos padecen de diabetes?,visible,abierta,FALSE,"{'min': 3.0, 'max': 99.0}"
Información de Salud,sabes_porcentaje_mex_diabeticos,nr_pordiab,sabes_porcentaje_mex_diabeticos,¿Sabes que porcentaje de mexicanos padecen de diabetes?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,porcentaje_mex_obesos,por_obes,porcentaje_mex_obesos,¿Cuál es el porcentaje de mexicanos padecen de obesidad?,visible,abierta,FALSE,"{'min': 3.0, 'max': 99.0}"
Información de Salud,sabes_porcentaje_mex_obesos,nr_porobes,sabes_porcentaje_mex_obesos,¿Sabes que porcentaje de mexicanos padecen de obesidad?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,dist_quemar_hamburguesa,dist_hamb,dist_quemar_hamburguesa,¿Cuál es la distancia hay que caminar para quemar una hamburguesa?,visible,abierta,FALSE,"{'min': 1.0, 'max': 50000.0}"
Información de Salud,sabes_dist_quemar_hamburguesa,nr_dh,sabes_dist_quemar_hamburguesa,¿Sabes qué distancia hay que caminar para quemar una hamburguesa?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,vida_esperada_dm,tpo_diab,vida_esperada_dm,¿Cuántos años menos es la vida esperada de un diabético que uno no diabético?,visible,abierta,FALSE,"{'min': 0.0, 'max': 50.0}"
Información de Salud,sabes_vida_esperada_dm,nr_tpodiab,sabes_vida_esperada_dm,¿Sabes cuántos años menos es la vida esperada de un diabético que uno no diabético?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,fuente_informacion-medico,fte_med,fuente_informacion-medico,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud es tu médico?",visible,abierta,FALSE,"{'min': 0.0, 'max': 11.0}"
Información de Salud,fuente_informacion-tv,fte_tv,fuente_informacion-tv,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud es la Televisión?",visible,abierta,FALSE,"{'min': 0.0, 'max': 11.0}"
Información de Salud,fuente_informacion-familia,fte_fam,fuente_informacion-familia,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud es tu Familia?",visible,abierta,FALSE,"{'min': 0.0, 'max': 9.0}"
Información de Salud,fuente_informacion-amigos,fte_ami,fuente_informacion-amigos,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud son tus Amigos?",visible,abierta,FALSE,"{'min': 0.0, 'max': 10.0}"
Información de Salud,fuente_informacion-companeros_trabajo,fte_compa,fuente_informacion-companeros_trabajo,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud son tus Compañeros del trabajo?",visible,abierta,FALSE,"{'min': 0.0, 'max': 11.0}"
Información de Salud,fuente_informacion-imss,fte_ps,fuente_informacion-imss,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud es la Propaganda de IMSS?",visible,abierta,FALSE,"{'min': 0.0, 'max': 10.0}"
Información de Salud,fuente_informacion-issste,fte_pi,fuente_informacion-issste,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud es la Propaganda de ISSSTE?",visible,abierta,FALSE,"{'min': 0.0, 'max': 11.0}"
Información de Salud,fuente_informacion-sp,fte_psp,fuente_informacion-sp,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud es la Propaganda de Seguro Popular?",visible,abierta,FALSE,"{'min': 0.0, 'max': 11.0}"
Información de Salud,fuente_informacion-rev,fte_rlp,fuente_informacion-rev,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud son las Revistas, libros, periódicos?",visible,abierta,FALSE,"{'min': 0.0, 'max': 11.0}"
Información de Salud,fuente_informacion-unam,fte_unam,fuente_informacion-unam,"¿Tu fuente principal de información sobre obesidad, diabetes y tu salud es Información de la UNAM?",visible,abierta,FALSE,"{'min': 0.0, 'max': 11.0}"
Información de Salud,fuente_informacion-otra,fte_otra,fuente_informacion-otra,"¿Son otras las fuentes principal de información sobre obesidad, diabetes y tu salud es la Televisión?",visible,abierta,FALSE,"{'min': 0.0, 'max': 11.0}"
Información de Salud,fuente_informacion-especificar,fte_otrad,fuente_informacion-especificar,"En caso de tener otras fuentes de información sobre obesidad, diabetes y tu salud ¿Cuál es esta fuente de información?",visible,abierta,TRUE,{'is_category': 'true'}
Información de Salud,recomendaciones_medicas,recmedico,sigues_recomend_medicas,¿Sigues las recomendaciones de tu medico?,visible,options,TRUE,"{'options': {0: 'NUNCA', 1: ' A VECES', 2: ' NORMALMENTE', 3: 'CASI SIEMPRE', 4: 'SIEMPRE', 5: 'NO SÉ', 6: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,conoces_campanas_salud,campania,conoces_campanas_salud,"¿Conoces las campañas de salud del IMSS, ISSSTE, SSA o de otros respecto a obesidad y diabetes?",visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,cambio_habitos_ultimos_ano,cam_hab,cambio_habitos_ultimos_ano,"¿Haz cambiado tus hábitos (nutrición, ejercicio, estilo de vida…) en forma notable en los últimos años?",visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO SÉ', 4: ' NO QUIERO RESPONDER', 5: 'FALTA SI PARA BIEN O PARA MAL*'}, 'is_category': 'true'}"
Información de Salud,razones_cambio_habitos-medico,hab_med,razones_cambio_habitos-medico,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiastes por Consejos de tu médico?",visible,abierta,FALSE,"{'min': 0.0, 'max': 9.0}"
Información de Salud,razones_cambio_habitos-tv,hab_tv,razones_cambio_habitos-tv,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por la Televisión?",visible,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Información de Salud,razones_cambio_habitos-familia,hab_fam,razones_cambio_habitos-familia,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por  Consejos de tu Familia?",visible,abierta,FALSE,"{'min': 0.0, 'max': 6.0}"
Información de Salud,razones_cambio_habitos-amigos,hab_ami,razones_cambio_habitos-amigos,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por Consejos de tus amigos?",visible,abierta,FALSE,"{'min': 0.0, 'max': 9.0}"
Información de Salud,razones_cambio_habitos-companeros_trabajo,hab_compa,razones_cambio_habitos-companeros_trabajo,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por Consejos de tus compañeros de trabajo?",visible,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Información de Salud,razones_cambio_habitos-imss,hab_ps,razones_cambio_habitos-imss,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por Campañas de propaganda del IMSS?",visible,abierta,FALSE,"{'min': 0.0, 'max': 6.0}"
Información de Salud,razones_cambio_habitos-issste,hab_pi,razones_cambio_habitos-issste,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por Campañas de propaganda del ISSSTE?",visible,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Información de Salud,razones_cambio_habitos-sp,hab_psp,razones_cambio_habitos-sp,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por Campañas de propaganda del Seguro Popular?",visible,abierta,FALSE,"{'min': 0.0, 'max': 8.0}"
Información de Salud,razones_cambio_habitos-rev,hab_rlp,razones_cambio_habitos-rev,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por Revistas, libros, periódicos?",visible,abierta,FALSE,"{'min': 0.0, 'max': 4.0}"
Información de Salud,razones_cambio_habitos-unam,hab_unam,razones_cambio_habitos-unam,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por Información de la UNAM?",visible,abierta,FALSE,"{'min': 0.0, 'max': 7.0}"
Información de Salud,razones_cambio_habitos-dm,hab_ediab,razones_cambio_habitos-dm,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por ser diagnosticado con diabetes?",visible,abierta,FALSE,"{'min': 0.0, 'max': 6.0}"
Información de Salud,razones_cambio_habitos-obesidad,hab_eobes,razones_cambio_habitos-obesidad,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por ser diagnosticado con obesidad?",visible,abierta,FALSE,"{'min': 0.0, 'max': 3.0}"
Información de Salud,razones_cambio_habitos-otra_enfermedad,hab_eotra,razones_cambio_habitos-otra_enfermedad,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por ser diagnosticado con otra enfermedad?",visible,abierta,FALSE,"{'min': 0.0, 'max': 6.0}"
Información de Salud,razones_cambio_habitos-familiar_dx,hab_efam,razones_cambio_habitos-familiar_dx,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste porque algún familiar fue diagnosticado/murió de alguna enfermedad?",visible,abierta,FALSE,"{'min': 0.0, 'max': 4.0}"
Información de Salud,razones_cambio_habitos-decision_propia,hab_dec,razones_cambio_habitos-decision_propia,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por decisión propia?",visible,abierta,FALSE,"{'min': 0.0, 'max': 9.0}"
Información de Salud,razones_cambio_habitos-trabajo_escuela,hab_trab,razones_cambio_habitos-trabajo_escuela,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por cuestiones de trabajo o escuela?",visible,abierta,FALSE,"{'min': 0.0, 'max': 9.0}"
Información de Salud,razones_cambio_habitos-familiar_personal,hab_sitfam,razones_cambio_habitos-familiar_personal,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿Los cambiaste por situación familiar / personal?",visible,abierta,FALSE,"{'min': 0.0, 'max': 9.0}"
Información de Salud,razones_cambio_habitos-nose,nr_hab,razones_cambio_habitos-nose,"Si has cambiado tu hábitos (nutrición, ejercicio, estilo de vida…) ¿No sabes por que los cambiaste?",visible,options,TRUE,"{'options': {0: 'SI', 1: 'NO SÉ', 2: 'NO HE CAMBIADO MIS HÁBITOS', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,cantidad_calorias_1L_refresco,cal_ref,cantidad_calorias_1L_refresco,¿Cuántas calorías hay en un litro de refresco?,visible,abierta,FALSE,"{'min': 10.0, 'max': 30000.0}"
Información de Salud,sabes_calorias_1L_refresco,nr_calref,sabes_calorias_1L_refresco,¿Sabes cuántas calorías hay en un litro de refresco?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,cantidad_calorias_1L_jugo_naranja_valor,cal_jugo,cantidad_calorias_1L_jugo_naranja_valor,¿Cuántas calorías hay en un litro de jugo de naranja?,visible,abierta,FALSE,"{'min': 5.0, 'max': 30000.0}"
Información de Salud,sabes_calorias_1L_jugo_naranja,nr_caljugo,sabes_calorias_1L_jugo_naranja,¿Sabe cuántas calorías hay en un litro de jugo de naranja?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,cantidad_calorias_1L_agua,cal_agua,cantidad_calorias_1L_agua,¿Cuántas calorías hay en un litro de agua?,visible,abierta,FALSE,"{'min': 0.0, 'max': 500.0}"
Información de Salud,sabes_calorias_1L_agua,nr_calagua,sabes_calorias_1L_agua,¿Sabe cuántas calorías hay en un litro de agua?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,cantidad_calorias_hamburguesa,cal_hamb,cantidad_calorias_hamburguesa,¿Cuántas calorías hay en una hamburguesa? Valor,visible,options,TRUE,"{'options': {}, 'is_category': 'true'}"
Información de Salud,sabes_calorias_hamburguesa,nr_calhamb,sabes_calorias_hamburguesa,¿Sabe cuántas calorías hay en una hamburguesa?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,cambio_habitos_probabilidad_dm_certeza,certdiab,cambio_habitos_probabilidad_dm_certeza,Si supiera con certeza que será diabético en 20 años ¿Cambiaría su estilo de vida?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO SÉ', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,cambio_habitos_probabilidad_dm_10,diezdiab,cambio_habitos_probabilidad_dm_10,Si supiera que hay un 10% de probabilidad de que será diabético en 20 años ¿Cambiaría su estilo de vida?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO SÉ', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,cambio_habitos_probabilidad_dm,unodiab,cambio_habitos_probabilidad_dm_1,Si supiera que hay un 1% de probabilidad de que será diabético en 20 años ¿Cambiaría su estilo de vida?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO SÉ', 4: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,importancia_ejercicio_salud,imp_ejer,importancia_ejercicio_salud,¿Qué tan importante opina que es el ejercicio para una buena salud?,visible,options,TRUE,"{'options': {1: 'SIN IMPORTANCIA', 2: 'POCO IMPORTANTE', 3: 'IMPORTANTE', 4: 'MUY IMPORTANTE', 5: 'NO SÉ', 6: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,cantidad_horas_ejercicio_buena_salud,hrs_ejer,cantidad_horas_ejercicio_buena_salud,¿Cuántas horas de ejercicio semanalmente opinas qes suficiente para una buena salud?,visible,abierta,FALSE,"{'min': 0.0, 'max': 40.0}"
Información de Salud,sabes_horas_ejercicio_buena_salud,nr_hrsejer,sabes_horas_ejercicio_buena_salud,¿Sabes cuántas horas de ejercicio semanalmente opinas qes suficiente para una buena salud?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,sabes_impuesto_comida,imp_ener,sabes_impuesto_comida,¿Sabe del nuevo impuesto en refresco y comida de alta densidad energética?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Información de Salud,impuesto_disminuyo_consumo,imp_mencon,impuesto_disminuyo_consumo,¿El nuevo impuesto sobre bebidas con alta densidad energética ha ocasionado que consuma menos estas bebidas o alimentos?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,comidas_fuertes,num_com,cantidad_comidas_fuertes,¿Cuántas comidas fuertes por día le gusta comer?,visible,abierta,FALSE,"{'min': 0.0, 'max': 5.0}"
Nutrición,cuanto_gusta_comer,cuanto_com,cuanto_gusta_comer,Cuando comes… ¿Te gusta comer?,visible,options,TRUE,"{'options': {1: 'POCO', 2: 'NORMAL', 3: 'MUCHO', 4: 'NO SÉ', 5: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,cantidad_calorias_recomendada_diario,cal_rec,cantidad_calorias_recomendada_diario,¿Cantidad de calorías que comes diariamente?,,abierta,FALSE,"{'min': 0.0, 'max': 25000.0}"
Nutrición,sabes_calorias_recomendada_diario,nr_cal_rec,sabes_calorias_recomendada_diario,¿Sabes el número de calorías recomendadas diario?,,options,TRUE,"{'options': {1: 'SI SÉ', 2: 'NO SÉ', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,comes_relativo_recomendado,com_relrec,comes_relativo_recomendado,¿Cuánto piensas que comes relativo a lo que crees es lo recomendado?,visible,options,TRUE,"{'options': {1: 'MUCHO MENOS DE LO RECOMENDADO', 2: 'MENOS DE LO RECOMENDADO', 3: 'LO RECOMENDADO', 4: 'MÁS DE LO RECOMENDADO', 5: 'MUCHO MÁS DE LO RECOMENDADO', 6: 'NO SÉ', 7: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
Nutrición,numero_refrescos_normales_consumes,num_ref,numero_refrescos_normales_consumes,¿Cuántos refrescos normales y bebidas endulzadas (latas o equivalentes) consumes por día?,visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,numero_refrescos_dieta_consumes,num_refl,numero_refrescos_dieta_consumes,¿Cuántos refrescos de dieta (latas o equivalentes) consumes por día?,visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,numero_lacteos_consumes,num_lac,numero_lacteos_consumes,¿Cuántas porciones de productos lácteos comes diariamente?,visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,numero_frutas_consumes,num_frut,numero_frutas_consumes,¿Cuántas porciones de frutas comes diariamente?,visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,numero_verduras_leguminosas_consumes,num_verd,numero_verduras_leguminosas_consumes,¿Cuántas porciones de verduras y leguminosas comes diariamente?,visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
Nutrición,numero_carne_etc_consumes,num_carn,numero_carne_etc_consumes,"¿Cuántas porciones de carne, embutidos, pescado, pollo, huevo comes diariamente?",visible,options,TRUE,"{'options': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13, 14: 14, 15: 15, 16: 16, 17: 17, 18: 18, 19: 19, 20: 20, 21: 21, 22: 22, 23: 23, 24: 24, '25+': '25 O MÁS', 26: ' 1 A LA SEMANA', 27: ' 2-3 A LA SEMANA', 28: '4-5 A LA SEMANA', 29: ' 1 A LA QUINCENA', 30: '1 AL MES', 32: '*FALTA NO SÉ, NO QUIERO RESPONDER Y NINGUNA'}, 'is_category': 'true'}"
